model,accuracy,recall,precision,f1_score
knn,0.7206516810148663,0.9520833333333334,0.7378568539659337,0.8252537308291783
lr,0.6913858694270733,0.9714285714285715,0.7038858694270733,0.8121174534473766
nb,0.70550453654199,0.8745598845598845,0.747218598824636,0.8023199335699335
rf,0.6917920318920593,0.9403733766233767,0.7180714260948815,0.8076249646291469
svm,0.6812709268983377,0.9294642857142857,0.706451550872065,0.7946643509942742
