model,accuracy,recall,precision,f1_score
knn,0.5345401141396806,0.6392142213539441,0.6283312959421937,0.6205943886596351
lr,0.5937271206236495,0.6742874226923223,0.6765009490164771,0.6210575331804467
nb,0.5419152269409531,0.6834544089344197,0.6049156100348057,0.6333991856150194
rf,0.5964509825944984,0.6894885686993643,0.6674943804045971,0.6685757173350095
svm,0.5968581997337037,0.8258685930512556,0.5795343956281659,0.665943957125525
