model,accuracy,recall,precision,f1_score
knn,0.5635633468600154,0.7139279869868987,0.6441462627593502,0.6698024349481334
lr,0.6649211596548388,0.9528887517025801,0.6719276241948051,0.7804270225734395
nb,0.5521473749603796,0.7041456722619083,0.6479885085142921,0.6640095185198696
rf,0.6074499742630561,0.7728563659346797,0.6587644372727657,0.705045793778796
svm,0.6653249227741731,0.9913043478260869,0.6589914502247926,0.7864914655136369
