model,accuracy,recall,precision,f1_score
knn,0.5652037706102911,0.34358993212109756,0.44525251765790036,0.3850812451305786
lr,0.6579620838119687,0.30547404115364546,0.6891328786156372,0.3939433418840207
nb,0.6105009878870804,0.22552140265793036,0.6612293084489881,0.2631895987837799
rf,0.6986229160304472,0.5052517257234241,0.6772070473644818,0.5630345235226154
svm,0.6249493922942804,0.35126145425197575,0.6400200163899854,0.39328736931401953
