model,accuracy,recall,precision,f1_score
knn,0.6401382578071921,0.44424982478993835,0.5531976243266505,0.48863584686099965
lr,0.6422847491386736,0.29365844322051327,0.5878679803312157,0.3758727028332533
nb,0.640979255362545,0.19098777528928704,0.6559988914594178,0.27191760605029847
rf,0.6670387151549769,0.512189430643478,0.5801706950874301,0.5397265001536335
svm,0.6345632946823565,0.3614127453893091,0.5532608632144999,0.39267474622428156
